id,name,description
Q462803,Ame no Uzume,"goddess of dawn, mirth and revelry in the Shinto religion of Japan"
Q464227,Nefertem,Egyptian deity
Q470284,Amesemi,Nubian goddess
Q473303,Ammit-net-amentet,
Q1483349,Hayagriva,Hindu deity
Q1629059,Ribhus,deity
Q1722818,Kāmākṣī,
Q2055566,Pashupati,Incarnation of the Hindu god Shiva
Q2477202,Ayyappan,Hindu deity
Q2625996,Taraka,hindu goddess
Q2668647,Venkateswara,form of the Hindu god Vishnu
Q2682683,Jhulelal,community God of Indian and Pakistani Sindhi people
Q2725716,Lava,"Hindu deity, son of Sita"
Q3296670,Vithoba,Indian god considered to be a form a Lord Krishna and Vishnu
Q3317166,Mitra–Varuna,Two Gods of Hinduism
Q3333999,Mashika,hindu animal
Q3401389,Prasuti,Hindu goddess
Q3523954,Revatī,"Hindu lady, wife of Balarama"
Q3524835,Karuppu Sami,Tamil Hindu male deity
Q3635299,Ramdev Pir,Hindu folk–deity of Rajasthan in India
Q88778588,Rush,fictional dog-like Mega Man robot
Q88779936,Shogun,fictional robot in the 1989–1993 Teenage Mutant Ninja Turtles video game series
Q88888429,Beat,fictional bird-like Mega Man robot
Q89098329,Storm Eagle,fictional Mega Man robot
Q89098372,Chill Penguin,fictional Mega Man robot
Q89098379,Sting Chameleon,fictional Mega Man robot
Q89098390,Launch Octopus,fictional Mega Man robot
Q89098442,Spark Mandrill,fictional Mega Man robot
Q89098445,Armored Armadillo,fictional Mega Man robot
Q89098449,Boomer Kuwanger,fictional Mega Man robot
Q89098454,Flame Mammoth,fictional Mega Man robot
Q92201511,Hesperus,fictional robot in House of Suns
Q97485732,R. Sammy,fictional character from the Foundation universe by Isaac Asimov
Q97485796,R. Borgraf,fictional character from the Foundation universe by Isaac Asimov
Q99959650,Mia,character from Humans
Q99975985,Herman the Horrible,fictional robot from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q99976010,Gorgonzola,fictional robot in the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q100272518,Sarnath,fictional robot in the Teenage Mutant Ninja Turtles Adventures comics
Q100278586,Mouser,fictional type of robot in the Teenage Mutant Ninja Turtles franchise
Q100297399,Krang's android body,fictional robot from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q100297402,Krang's android body,fictional robot in the Teenage Mutant Ninja Turtles Adventures comics
Q100302642,Knucklehead,fictional robot in the Teenage Mutant Ninja Turtles Adventures Comics
Q100302641,Knucklehead,fictional robot from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q100324208,Amelia,fictional robot in the Teenage Mutant Ninja Turtles in the the 2003–2009 animated Teenage Mutant Ninja Turtles television series
Q101844317,BMO,fictional character from Adventure Time
Q102363269,Koschei the Deathless,"fictional robot in Morevna Project, adaptation of the mythical character"
Q104554836,MUL-T,playable character in Risk of Rain 2
Q105094229,Warbot,fictional robot in ThunderCats
Q105094279,Hercules,fictional robot in ThunderCats
Q105222068,Wolfrat,fictional robot in ThunderCats
Q105607743,Badnik,type of fictional robot in the Sonic the Hedgehog video game series
Q106440811,Echo,fictional character from Overwatch
Q180325,Ersa,Greek water deity
Q184216,Tethys,ancient Greek mythological figure; mother of the river gods and the Oceanids
Q204608,norns,group of characters in Norse mythology
Q207636,Serket,Egyptian deity
Q620863,Khenti-Amentiu,deity
Q626032,Monthu,falcon-god of war in Ancient Egyptian religion
Q1291498,gandharva,"in Indic religions, heavenly beings who are known to roam at nightfall forests, river banks and sea shores"
Q1296733,Śani,"Planet Saturn, also a Hindu deity"
Q1318266,Aiyanar,Tamil Village Deity
Q2044646,Duḥśāsana,character from Hindu epic Mahabharata
Q2044671,Kṛpa,"character in the Mahabharata, a cirañjīvī"
Q2075682,Ugrasrava Sauti,character in Hinduism
Q2091602,Yayāti,legendary ancestor of the Kuru and Yadu dynasty
Q2218317,Baby Donkey Kong,Donkey Kong character
Q2725781,Kusha,child of Sita
Q2849275,Mangala,"Planet Mars, also a Hindu deity"
Q2978483,Khara,Hindu deity
Q2997716,Vishvaksena,commander-in-chief of the army of the Hindu god Vishnu
Q4076191,Bala Krishna,one of the early forms of worship in Krishnaism
Q4253412,Lalita,"Hindu goddess, Companion of Radha Krishna"
Q4344449,Panchayatana puja,One of the type of Worshiping God in Hindu Religion
Q4389858,Ranganatha,Hindu god
Q4451421,Tapati,Hindu goddess
Q4699714,Ajgaibibi,Hindu goddess
Q4915550,Bir Kuar,regional Hindu cattle god
Q5070988,Chandbibi,Hindu goddess
Q5350628,Ekvira,Hindu goddess
Q5584300,Gopinath,god
Q6203463,Jivdani Mata,hindu goddess
Q6479899,Lakshmi Narayan,manifestation of Vishnu in Hinduism
Q6740726,Malabai,
Q6749617,Manikeswari,Hindu Goddess
Q6754470,Mara,Hindu goddess
Q6943907,Muthyalamma,hindu goddess
Q6950644,Mārtanda,eighth and last of the Vedic solar deities known as Adityas in Hinduism
Q6959056,Nagueshi,"shree Nagesh Maharudra Temple, Goa"
Q7144234,Pataneswari,regional Hindu goddess
Q7377524,Rudras,group of Hindu gods
Q7490588,Śāstā,Hindu deity
Q7586408,Sriman,epithet of Vishnu
Q7843885,Tripurantaka,form of Hindu god Shiva
Q7943868,Vyali,hindu Goddess
Q8054382,Yogeshwari,hindu Goddess
Q11299376,Kritter,fictional character and enemy from the Donkey Kong series
Q11323425,Donkey Kong Jr.,fictional character from the Donkey Kong series
Q12452536,Bahlika,king in a Sanskrit epic
Q15230837,Dixie Kong,fictional character from the Donkey Kong series
Q21451623,Kiddy Kong,fictional monkey from the Donkey Kong series
Q116168220,Lanky Kong,fictional monkey from the Donkey Kong series
Q116679786,Swanky Kong,fictional character from the Donkey Kong series
Q116679788,Wrinkly Kong,fictional character from the Donkey Kong series
Q116685435,Klaptrap,fictional character and enemy from the Donkey Kong series
Q117474552,Bluster Kong,character from Donkey Kong Country
Q117474558,General Klump,Donkey Kong character
Q117474561,Eddie the Mean Old Yeti,Donkey Kong character
Q117474567,Inka Dinka Doo,Donkey Kong character
Q117474569,Kaptain Skurvy,Donkey Kong character
Q130626971,Ellie the Elephant,"fictional African elephant, originated in the Donkey Kong Country 3 video game"
Q80518,Jorund,legendary Swedish king
Q130896,Ingjaldr,semi-legendary Swedish king
Q265211,Thelxion,mythical character
Q269058,Glauce,daughter of Creon in Greek mythology
Q269243,Triptolemus,mythical promulgator of agriculture at Eleusis
Q270117,Lycurgus of Thrace,mythological king of the Edoni in Thrace
Q271891,Ixion,king of the Lapiths in Greek mythology
Q288609,Inara,goddess in Hittite–Hurrian mythology
Q288633,Ériu,deity
Q303780,Wurushemu,
Q308902,Victoria,Roman goddess of victory
Q311363,Al-‘Uzzá,pre-Islamic Arabian goddess
Q381126,Erecura,ancient Celtic goddess
Q390973,Shala,ancient Sumerian goddess
Q393833,Žemyna,Lithuanian goddess
Q411824,Antu,Mesopotamian goddess
Q418226,Mazu,"Chinese sea goddess, formerly a shamaness called Lin Mo or Lin Moniang lived in Meizhou Island, Fujian, in the 10th century"
Q425401,Hanwasuit,Hittite deity of divine right of kings
Q425411,Hapantali,pastoral goddess
Q425418,Hatepuna,hattian goddess
Q425430,Ḫepat,mother goddess of the Hurrians
Q724896,Bona Dea,"Roman deity of chastity, fertility, and healing; brought from Magna Græcia during the early/middle Republic; her rites let women use strong wine and do blood-sacrifice (things otherwise forbidden to women); men were barred from her mysteries"
Q734508,Sigyn,mythical wife of Loki
Q742680,Astraea,ancient Greek religious figure
Q743609,Ninshubur,deity
Q746098,Ernmas,deity
Q746235,Gefjon,Norse deity
Q752213,Chalchiuhtlicue,Aztec goddess
Q790000,Banebdjedet,"ancient Egyptian deity of fecondity, with a cult centre at Mendes"
Q797676,Babi,deity
Q809945,Basepef,mythical creature
Q810595,Basty,Egyptian deity
Q810687,Bat,cow goddess in Egyptian mythology depicted as a human face with cow ears and horns
Q6964943,Napir,Elamite god of the moon
Q7878646,Ul,lunar deity in Melanesian mythology
Q12785072,Arebati,lunar deity
Q17006255,Mano,personification of the moon in Sami mythology
Q18641286,Ange Patyay,mother goddess in Erzya mythology
Q24841560,Zhù Shēng Niángniáng,fertility goddess in southeast China folk religion
Q55604174,Argimpasa,"ancient Scythian androgynous goddess of warfare, fertility and vegetation"
Q63433745,Dolichenos,Hittite deity of fertility and storms
Q97663362,Ro'o-i-Te-Hiripoi,Polynesian god of fertility and cultivated plants
Q110763886,Dos Cabezas,archaeological site in Peru
Q112256107,portal,Japanese virtual YouTuber
Q113125021,CASE,fictional robot from Interstellar
Q113125187,TARS,fictional robot from Interstellar
Q115096251,Wangshu,lunar deity in Chinese mythology
Q115440659,Kurrgo's Robot,fictional character in Marvel Comics
Q115672257,Robirdo,fictional character in the Mario franchise
Q115678322,Mettaton,fictional character in Undertale
Q116050790,Glamrock Freddy,fictional character in the 2021 video game Five Nights at Freddy's: Security Breach
Q116050863,Roxanne Wolf,fictional character in the 2021 video game Five Nights at Freddy's: Security Breach
Q116050878,Glamrock Chica,fictional character in the 2021 video game Five Nights at Freddy's: Security Breach
Q116050888,Montgomery Gator,fictional character in the 2021 video game Five Nights at Freddy's: Security Breach
Q116051003,Circus Baby,fictional character in the Five Nights at Freddy's video game series
Q116051160,Ballora,fictional character in the Five Nights at Freddy's video game series
Q116051169,Funtime Freddy,fictional character in the Five Nights at Freddy's video game series
Q116051401,Daycare Attendant,fictional character in the 2021 video game Five Nights at Freddy's: Security Breach
Q116052189,Funtime Foxy,fictional character in the Five Nights at Freddy's video game series
Q116052208,Ennard,fictional character in the Five Nights at Freddy's video game series
Q116052351,Lefty,fictional character in the 2017 video game Freddy Fazbear's Pizzeria Simulator
Q116053268,Nightmare Freddy,fictional character in the Five Nights at Freddy's video game series
Q116053629,Nightmare Bonnie,fictional character in the Five Nights at Freddy's video game series
Q116053647,Nightmare Chica,fictional character in the Five Nights at Freddy's video game series
Q116053655,Nightmare Foxy,fictional character in the Five Nights at Freddy's video game series
Q116053728,Nightmare,fictional character in the Five Nights at Freddy's video game series
Q116136740,Toy Freddy,fictional character in the Five Nights at Freddy's video game series
Q116136755,Toy Bonnie,fictional character in the Five Nights at Freddy's video game series
Q116136762,Toy Chica,fictional character in the Five Nights at Freddy's video game series
Q116136783,Mangle,fictional character in the Five Nights at Freddy's video game series
Q116136856,Bonnie,fictional character in the Five Nights at Freddy's video game series
Q133832043,Komorkis,Blackfoot lunar goddess
Q63302,Keneō,Buddhist mythological creature
Q214554,Serapis,Graeco-Egyptian god
Q1753275,Sancus,Roman deity
Q1770908,Stimula,"Roman deity of childhood, in the indigitamenta"
Q1787622,Nerio,Nerio was an ancient war goddess and the personification of valor
Q1928517,Volturnus,Roman god of the Tiber
Q2499514,Unxia,epithet for Roman god Juno as protector and wedding
Q2518565,Sterquilinus,Roman god of manure
Q2527609,Febris,Roman goddess of fever and malaria
Q2527646,Pilumnus,Roman nature deity
Q2527866,Viriplaca,Ancient Roman goddess
Q2528300,Visidianus,ancient Umbrian divinity
Q2575982,Rumina,Roman goddess of breastfeeding
Q2622041,Trivia,Roman goddess of sorcery and witchcraft
Q2746145,cobra chicken,lives in Canada
Q3049561,Rishyasringa,sage mentioned in ancient Indian scriptures
Q3103978,Pauline,Nintendo character
Q3142245,Hugh Fitzcairn,fictional character
Q3179186,Jin Ke,
Q3206515,King K. Rool,fictional character from the Donkey Kong series
Q3207535,Cranky Kong,fictional character from the Donkey Kong series
Q3269155,Banasura,ancient king of Sonitpur according to Hindu mythology
Q3542007,Tumburu,celestial musician in Hindu mythology
Q3631282,Mucukunda,mahabharata character
Q3739575,Farfarello,demon in Dante's Inferno
Q3764980,Pradyumna,Son of Lord Krishna & Rukmini
Q3812743,Kane,fictional character in the 1994 film Highlander III: The Sorcerer
Q3813278,Katana,fictional character in the 1991 film Highlander II: The Quickening
Q4210132,Kunti-Bhoja,"foster-father of Kunti, the mother of the Pandavas in Hindu mythology"
Q4241433,Krishna in the Mahabharata,The hero of Mahabharata
Q4259965,Devapi,fictional character
Q11331388,Pikachu,Pikachu owned by Ash Ketchum
Q12912888,Holda,"legendary figure, possibly a Germanic goddess"
Q19921982,Tiwaz,god of war in Germanic ages
Q20754752,Thingsus,Germanic deity
Q22965366,Alateivia,Germanic mother goddess
Q28008525,Saitine,character from Disney's Wreck-It Ralph
Q60228086,Gozer the Gozerian,fictional god in the Ghostbusters franchise
Q60676514,Kronika,Mortal Kombat character
Q63372439,Cetrion,Mortal Kombat character
Q63486352,Pan,operatic character in the opera King Arthur by Henry Purcell
Q63486378,Venus,operatic character in the opera King Arthur by Henry Purcell
Q63488536,Discordia (Eris),operatic character in the opera La divisione del mondo by Giovanni Legrenzi
Q63488547,Nettuno (Neptune),operatic character in the opera La divisione del mondo by Giovanni Legrenzi; brother of Giove and Plutone
Q63488544,Plutone (Pluto),operatic character in the opera La divisione del mondo by Giovanni Legrenzi; brother of Giove and Nettuno
Q63488550,Giove (Jupiter),operatic character in the opera La divisione del mondo by Giovanni Legrenzi; brother of Nettuno and Plutone
Q63488559,Venere (Venus),operatic character in the opera La divisione del mondo by Giovanni Legrenzi
Q63488579,Amore (Cupid),operatic character in the opera La divisione del mondo by Giovanni Legrenzi
Q63488583,Giunone (Juno),operatic character in the opera La divisione del mondo by Giovanni Legrenzi
Q63489227,Indra,operatic character in the opera Le roi de Lahore by Jules Massenet; an Indian deity
Q63489832,Juno,operatic character in the opera The Fairy-Queen by Henry Purcell
Q63489910,Imeneo,operatic character in the opera Giustino by Giovanni Legrenzi
Q63489943,Jupiter,operatic character in the opera Alkmene by Giselher Klebe
Q63489944,Mercury,operatic character in the opera Alkmene by Giselher Klebe
Q63521091,The muse,operatic character in the opera The Tales of Hoffmann by Jacques Offenbach
Q63526841,Aurora,operatic character in the opera Cefalo e Procri by Ernst Krenek
Q63526877,Diana,operatic character in the opera Cefalo e Procri by Ernst Krenek
Q63527906,Venus,operatic character in the opera Venus and Adonis by John Blow
Q63527933,Voice of Apollo,operatic character in the opera Death in Venice by Benjamin Britten
Q63528556,Amore,operatic character in the opera L'arbore di Diana by Vicente Martín y Soler
Q63530015,Amore (Cupid),operatic character in the opera Il pomo d'oro by Antonio Cesti
Q63530023,Apollo,operatic character in the opera Il pomo d'oro by Antonio Cesti
Q63530047,Bacco (Bacchus),operatic character in the opera Il pomo d'oro by Antonio Cesti
Q63530072,Ebe (Hebe),operatic character in the opera Il pomo d'oro by Antonio Cesti
